name,name_lower,genre,actor,director,country,year,link
Пять углов,пять углов,['драма'],"['джоди фостер', 'тим роббинс', 'джон туртурро']",['тони билл'],['сша'],1987,https://www.imdb.com/title/tt0093029/
Пятеро ядовитых,пятеро ядовитых,['боевик'],"['цзян шэн', 'сунь цзянь', 'филип куок', 'ло ман', 'вай пак', 'лу фэн']",['чжан чэ'],['гонконг'],1978,https://www.imdb.com/title/tt0077559/
Кулак ярости,кулак ярости,"['боевик', 'драма']","['брюс ли', 'нора мяо']",['ло вэй'],['гонконг'],1972,https://www.imdb.com/title/tt0068767/
Пригоршня пальцев,пригоршня пальцев,"['пародия', 'вестерн']",['грэм лоу'],['эдгар райт'],['великобритания'],1995,https://www.imdb.com/title/tt0131396/
Кулаки в кармане,кулаки в кармане,['драма'],"['лу кастель', 'паола питагора']",['марко беллоккьо'],['италия'],1965,https://www.imdb.com/title/tt0059619/
Король-рыбак,король-рыбак,"['драма', 'комедия']","['джефф бриджес', 'робин уильямс']",['тэрри гиллиам'],['сша'],1991,https://www.imdb.com/title/tt0101889/
Кулак легенды,кулак легенды,"['боевик', 'драма']",['джет ли'],['гордон чань'],['гонконг'],1994,https://www.imdb.com/title/tt0110200/
Ниндзя пяти стихий,ниндзя пяти стихий,"['боевик', 'драма']","['рики чэн', 'лун тяньсян', 'ло ман', 'майкл чань', 'чань пхуйсай', 'вон лик', 'чю хак']",['чжан чэ'],['гонконг'],1982,https://www.imdb.com/title/tt0084921/
Рыбка по имени Ванда,рыбка по имени ванда,['комедия'],"['джон клиз', 'джейми ли кёртис', 'кевин клайн', 'майкл пейлин']",['чарльз крайтон'],"['великобритания', 'сша']",1988,https://www.imdb.com/title/tt0095159/
Пять дней — пять ночей,пять дней — пять ночей,['военный фильм'],"['всеволод сафонов', 'всеволод санаев', 'евгения козырева', 'михаил майоров', 'николай сергеев', 'геннадий юхтин']",['лео арнштам'],"['ссср', 'гдр']",1960,https://www.imdb.com/title/tt0170478/
Кулак Северной Звезды,кулак северной звезды,"['боевик', 'фэнтези', 'фантастика', 'постапокалиптика', 'карате-фильм', 'триллер']","['гэри дэниелс', 'костас мэндилор', 'малкольм макдауэлл']",['тони рендел'],['сша'],1995,https://www.imdb.com/title/tt0113074/
За пригоршню долларов,за пригоршню долларов,['вестерн'],['клинт иствуд'],"['серджо леоне', 'монте хеллман']",[],1964,https://www.imdb.com/title/tt0058461/
За пригоршню динамита,за пригоршню динамита,"['сапата-вестерн', 'военный', 'драма']","['джеймс коберн', 'род стайгер']",['серджо леоне'],['италия'],1971,https://www.imdb.com/title/tt0067140/
Битва преподов,битва преподов,['комедия'],"['кристина хендрикс', 'джоанна гарсиа суишер', 'айс кьюб', 'джиллиан белл', 'чарли дэй', 'деннис хейсбёрт', 'дин норрис', 'кумэйл нанджиани', 'ким уитли', 'макс карвер']",['ричи кин'],['сша'],2017,https://www.imdb.com/title/tt3401882/
Аквариум,аквариум,['драма'],"['кэти джарвис', 'майкл фассбендер']",['андреа арнольд'],['великобритания'],2009,https://www.imdb.com/title/tt1232776/
В первый раз,в первый раз,"['мелодрама', 'комедия']","['бритт робертсон', 'дилан о’брайен', 'джеймс фрешвилл', 'виктория джастис', 'крейг робертс', 'холстон сейдж']",['джон кэздан'],['сша'],2012,https://www.imdb.com/title/tt1763303/
Клуб первых жён,клуб первых жён,['комедия'],"['голди хоун', 'дайан китон', 'бетт мидлер', 'мэгги смит', 'сара джессика паркер', 'элизабет беркли']",['хью уилсон'],['сша'],1996,https://www.imdb.com/title/tt0116313/
